14	R
15	R
22	R
23	R
28	R
29	R
37	R
38	F
38	R
61	R
62	R
64	F
70	R
88	R
93	F
94	R
95	R
100	R
105	R
106	R
138	R
144	F
149	R
162	R
163	R
167	R
172	R
173	F
177	R
178	F
189	F
190	R
192	F
215	R
221	R
222	F
224	R
230	F
236	F
238	R
240	F
241	F
245	R
257	F
266	F
275	R
278	F
281	F
284	R
285	R
291	R
300	F
301	F
304	R
335	F
337	R
343	R
363	R
370	R
377	F
379	R
380	R
395	F
406	R
416	F
421	R
428	F
430	R
433	R
434	F
469	R
493	R
494	R
496	F
497	F
503	R
514	R
515	R
516	F
523	R
525	F
526	R
527	R
528	R
529	R
546	F
575	F
583	R
587	R
595	F
599	F
611	R
614	F
623	R
624	R
632	R
644	F
649	R
668	F
669	F
680	F
692	R
695	F
701	F
703	R
707	F
716	F
719	F
723	F
744	F
762	F
773	F
779	F
780	F
786	F
798	R
805	R
806	F
821	F
825	F
834	R
839	F
839	R
840	F
840	R
848	R
854	F
857	F
858	R
869	F
869	R
885	R
895	R
907	R
908	R
911	F
927	F
954	R
959	F
965	R
968	F
976	R
990	F
1009	R
1012	F
1013	R
1026	F
1028	R
1034	F
1038	F
1042	R
1045	F
1046	F
1049	R
1062	F
1070	F
1080	F
1088	F
1097	F
1100	F
1112	F
1124	F
1125	R
1133	F
1136	F
1149	F
1164	R
