5	R
10	F
17	F
23	R
33	R
40	R
41	F
54	F
64	R
81	R
90	R
91	R
103	R
104	F
107	F
109	R
113	F
126	F
129	F
130	F
137	F
138	F
152	F
159	F
165	F
176	F
177	F
178	R
181	F
188	R
201	F
230	F
233	F
239	F
245	F
251	F
256	F
256	R
260	F
261	F
265	F
273	F
284	R
298	R
303	R
308	F
308	R
323	F
333	R
341	F
342	R
348	F
364	R
365	R
377	F
385	R
390	R
391	R
400	R
401	R
406	R
409	R
410	R
418	R
430	R
433	R
436	R
437	F
438	F
441	F
442	F
446	F
449	R
465	R
466	F
472	R
477	F
478	R
493	F
493	R
497	F
502	F
506	F
512	R
521	R
531	R
534	F
549	R
552	R
553	R
560	R
569	F
574	R
579	R
581	F
604	R
605	R
616	R
619	R
633	R
634	R
640	F
641	R
644	F
650	R
654	F
660	F
673	R
679	R
683	R
688	R
689	R
692	R
697	F
700	R
701	F
703	R
705	F
708	R
711	R
717	F
724	R
736	R
753	R
762	R
764	F
772	F
772	R
773	R
779	F
780	F
784	F
785	F
791	F
795	R
798	R
803	R
810	R
823	R
834	F
838	F
838	R
844	R
845	R
848	R
851	F
853	R
857	F
863	R
866	F
872	F
876	F
877	F
880	R
887	F
890	F
895	F
896	F
899	F
900	F
