16	F
17	F
24	R
25	R
45	F
81	R
90	R
104	F
115	R
116	R
117	R
120	R
147	R
166	R
234	F
250	R
253	R
266	F
267	F
271	R
278	F
284	F
285	R
290	F
314	F
354	F
354	R
381	F
395	F
399	F
400	F
400	R
432	R
448	R
452	F
489	F
495	F
496	F
500	F
513	F
538	F
539	F
566	R
567	F
567	R
616	R
627	F
636	F
645	R
646	R
650	R
657	F
666	R
680	R
690	F
691	F
696	R
789	F
796	R
832	R
842	F
852	R
859	R
863	F
864	F
881	R
882	R
891	F
895	R
907	R
936	F
941	F
951	R
975	R
985	R
1022	F
1028	F
1039	R
1085	R
1091	F
1110	F
1116	R
1137	F
1141	R
1156	R
1167	F
1172	F
1180	R
1201	R
1231	F
1238	F
1248	F
1278	R
1291	R
1308	F
1315	R
1319	F
1319	R
1320	R
1325	F
1328	F
1346	F
1359	F
1362	R
1368	F
1369	F
1370	F
1403	F
1411	R
1417	R
1430	F
1448	F
1467	R
1494	R
1499	F
1500	F
1501	F
1541	R
1595	F
1608	R
1617	F
1632	F
1636	R
1645	F
1645	R
1651	R
1667	F
1668	R
1677	F
1681	F
1683	R
1718	R
1725	R
1732	F
1738	R
1794	R
1795	R
1802	F
1803	F
1807	F
1808	F
1809	F
1813	R
1816	R
1824	F
1873	F
1909	R
1919	F
1931	F
1935	F
1946	F
1963	R
1969	R
1977	F
1977	R
1980	R
1981	R
1989	F
2018	R
2025	F
2033	R
2042	F
2052	R
2063	F
2069	F
2109	F
2110	F
2121	F
2168	R
2169	F
2213	F
2214	F
2247	F
2258	R
2259	R
2279	F
2327	F
2328	F
2337	F
2377	F
2384	F
2391	R
2436	F
2439	R
2462	F
2463	F
2463	R
2483	F
2511	F
2517	F
2526	R
2527	F
2532	F
2546	F
2560	R
2570	F
2583	F
2593	R
2615	F
2627	R
2636	F
2660	F
2664	R
2673	F
2682	F
2688	R
2709	F
2710	F
2716	R
2739	F
2740	F
2757	F
2765	F
2770	R
2813	F
2817	F
2857	R
2866	R
2872	R
2889	R
2894	R
2901	F
2915	F
2928	F
2931	R
2958	F
2964	F
2965	F
2966	F
2973	F
2976	F
3013	R
