3	F
21	F
22	R
31	R
32	R
54	F
56	R
94	F
98	R
101	F
101	R
142	R
153	R
154	R
155	R
156	F
156	R
164	F
168	F
172	R
186	F
197	F
198	F
199	F
202	R
219	F
224	R
228	F
229	R
230	R
241	F
245	F
254	F
257	F
258	F
261	F
273	F
302	R
305	F
312	F
312	R
313	R
360	F
373	R
374	R
391	R
393	F
402	F
431	F
434	R
441	F
442	R
459	R
460	R
469	R
470	R
475	F
476	R
490	R
491	R
499	F
512	R
515	R
543	F
554	R
572	F
572	R
573	F
580	R
604	R
607	R
614	R
634	R
635	R
641	R
652	R
655	R
681	F
683	R
689	R
693	F
699	R
700	R
712	R
751	R
773	R
786	F
807	F
817	F
826	R
827	F
840	F
844	F
854	F
855	F
867	F
881	R
890	R
893	F
896	R
899	F
905	F
916	R
948	F
953	F
960	F
962	R
1001	R
1004	R
1007	R
1018	F
1043	F
1047	F
1057	R
1071	F
1116	F
1121	F
1125	F
1127	R
1136	F
1144	R
1145	F
1180	R
1181	R
1186	R
1189	F
1192	F
1192	R
1193	F
1193	R
1199	R
1200	F
1228	R
1234	R
1248	R
1249	R
1250	R
1254	F
1261	R
1262	R
1266	F
1273	R
1297	R
1311	F
1317	R
1339	R
1340	R
1346	R
1357	R
1363	R
1364	R
1365	F
1378	R
1406	F
1407	F
1421	R
1439	R
1442	F
1443	F
1456	F
1471	R
1502	F
1504	R
1513	F
1517	F
1529	F
1558	R
1559	R
1565	R
1568	R
1573	R
1574	F
1596	F
1604	F
1622	R
1623	R
1627	R
1636	R
1681	R
1687	F
1688	F
1701	R
1702	R
1727	F
1728	F
1739	F
1743	F
1787	R
1819	R
1820	R
1828	R
1836	F
1841	R
1848	F
1851	F
1879	R
1886	R
1891	R
1892	R
1912	F
1939	R
1945	R
1946	R
1949	R
1973	R
1976	R
1994	R
2002	R
2007	F
2015	R
2046	F
2050	R
2051	R
2071	F
2074	R
2077	R
2078	R
2082	F
2086	F
2102	F
2159	R
2165	R
2199	F
2212	F
2213	F
2214	F
2236	F
2241	R
2270	R
2279	R
2294	R
2297	R
2303	R
2307	F
2309	R
2320	R
2328	F
2331	F
2351	F
2352	F
2358	F
2393	R
2398	R
2404	R
2405	F
2409	R
2420	R
2430	F
2435	F
2438	F
2440	R
2470	R
2483	R
2489	R
2496	R
2497	R
2516	R
2517	F
2520	F
2521	F
2530	R
2551	R
2552	F
2560	R
2561	F
2562	F
2565	F
2586	F
2599	R
2648	R
2674	R
2687	R
2691	R
2692	R
2693	R
2697	F
2698	F
2698	R
2736	F
2771	R
2781	F
2793	F
2799	F
2827	F
2846	R
2847	F
2888	R
2889	F
2891	R
2895	F
2896	F
2897	R
2904	F
2909	F
2937	F
2940	F
2947	R
2978	R
2983	R
2987	R
2992	R
2994	F
3003	R
3024	F
3032	R
3034	F
3038	R
3042	F
3050	F
3051	F
3052	R
3053	R
3057	F
3065	R
3066	F
3066	R
3072	F
3076	F
3091	F
3095	F
3110	R
3127	R
3136	R
3137	R
3157	F
