8	F
23	F
26	F
52	R
53	F
56	R
65	F
71	R
84	F
85	F
86	F
88	R
98	F
108	F
115	R
116	R
139	R
151	R
153	F
155	R
162	F
170	R
171	R
172	R
176	R
177	R
178	R
181	R
195	F
196	R
197	R
198	F
201	F
214	R
228	R
230	F
233	R
235	F
239	F
247	R
248	F
254	R
255	F
267	F
271	R
274	R
292	R
302	R
305	F
307	R
338	R
378	R
381	R
382	R
389	F
407	F
413	R
414	R
415	F
416	F
419	R
420	F
424	F
442	F
443	R
455	F
460	R
461	R
482	F
483	F
512	F
517	F
520	R
523	F
524	F
556	R
561	R
566	F
574	R
586	F
591	F
614	F
618	R
621	F
622	F
623	F
627	F
639	R
653	R
660	F
663	F
664	F
664	R
665	F
666	F
