31	R
35	F
67	F
68	F
74	F
85	R
88	F
104	F
105	F
106	F
112	R
131	F
135	F
136	F
136	R
137	R
138	R
157	F
178	F
185	F
186	R
187	R
191	R
197	R
201	F
203	R
216	R
217	F
217	R
218	R
225	R
226	R
227	R
245	R
246	R
251	R
257	F
270	R
308	F
314	F
321	R
322	F
324	R
351	F
368	F
369	F
378	F
379	F
380	R
404	F
420	R
422	F
423	R
455	F
456	F
460	F
463	F
473	F
474	F
475	F
517	R
518	R
522	R
523	R
524	R
530	F
531	F
532	F
536	R
539	R
542	F
543	R
544	R
545	F
558	F
560	R
574	F
593	F
605	F
614	F
616	R
619	F
620	F
624	F
625	F
638	R
644	F
649	R
665	F
692	F
727	F
727	R
736	R
737	F
746	F
746	R
751	R
770	F
773	F
773	R
794	F
823	R
829	R
832	F
833	R
838	R
843	F
844	F
844	R
845	F
845	R
865	F
866	F
868	R
895	F
895	R
896	R
897	R
898	F
948	F
949	R
955	R
977	R
978	R
983	R
987	F
1000	R
1001	R
1007	F
1022	F
1073	R
1074	R
1075	F
1075	R
1076	F
1076	R
1083	R
1099	F
1102	F
1103	R
