34	F
35	R
39	F
42	F
46	R
47	F
72	F
73	F
83	R
101	R
102	F
112	R
113	R
121	R
136	R
146	R
155	R
157	R
161	R
169	R
170	R
183	R
193	R
194	R
200	F
201	F
202	F
209	R
215	R
218	F
219	F
227	R
232	R
235	R
237	F
271	F
271	R
281	R
284	R
302	F
311	R
314	R
317	R
326	R
330	F
331	F
349	R
355	F
360	F
363	F
372	F
384	F
399	F
403	F
403	R
408	F
419	F
422	F
422	R
433	F
434	F
484	R
488	R
503	R
504	F
506	R
509	R
520	R
534	F
545	F
546	F
565	F
570	F
575	F
578	F
582	F
608	R
625	R
627	F
636	F
643	R
654	F
661	F
664	R
666	F
673	R
680	F
686	F
696	F
699	F
715	R
731	R
734	R
738	F
740	R
751	R
755	R
773	R
779	R
786	F
792	F
795	F
798	R
805	F
821	R
837	F
839	R
869	R
900	F
902	R
922	F
930	F
935	F
949	R
967	R
968	F
986	F
987	F
992	F
997	R
999	F
1000	R
1002	F
1027	F
1037	R
1038	F
1044	R
1045	R
1046	R
1050	F
1061	F
1065	F
1084	F
1090	F
1091	F
1092	F
1096	R
1119	R
1138	R
1139	R
1145	R
1153	R
1156	R
1167	F
1170	F
1178	R
1182	F
1205	R
