19	R
20	R
44	R
47	F
51	F
65	R
68	F
69	F
77	F
81	F
87	R
90	F
105	F
124	R
133	R
135	F
143	F
154	R
156	F
158	R
170	F
180	F
183	F
209	F
215	R
239	R
247	R
251	F
262	R
274	R
280	R
284	R
293	F
316	R
327	F
351	F
370	R
374	F
377	R
389	F
396	F
399	F
422	F
430	R
438	F
461	R
471	R
476	R
477	F
482	R
488	R
489	F
492	F
502	R
544	R
572	R
582	R
583	F
584	F
586	R
590	F
593	R
595	F
599	F
602	R
611	F
641	R
665	R
667	F
671	R
680	R
686	F
686	R
694	R
699	F
704	R
717	F
723	F
730	R
731	F
731	R
732	F
743	F
749	F
755	F
766	F
766	R
769	F
772	R
816	F
817	F
817	R
827	R
833	R
836	F
841	F
845	F
847	R
850	R
875	R
876	R
882	F
888	F
895	R
931	F
935	R
956	F
977	F
1001	R
1008	R
1009	R
1012	R
1016	R
1017	R
1024	R
1075	R
1111	F
1111	R
1116	F
1120	R
1121	R
1123	F
1134	R
1135	R
1137	F
1151	F
1152	F
1161	R
1162	R
1171	F
1172	F
1180	R
1182	F
1184	F
1190	F
1196	F
1201	R
1203	F
1240	F
1244	F
1244	R
1258	F
1275	R
1284	R
1285	R
1294	R
1296	F
1325	F
1331	R
1340	R
1344	F
1369	F
1377	R
1381	R
1382	F
1385	R
1395	F
1408	F
1423	F
1424	R
1427	F
1427	R
1441	R
1442	F
1442	R
1484	F
1485	R
1486	R
1490	F
1493	R
1517	F
1527	F
1544	R
1564	F
1574	R
1578	F
1589	R
1596	F
1597	R
1602	F
1603	F
1603	R
1604	R
1612	R
1626	F
