3	F
4	F
4	R
5	F
6	F
13	F
21	F
29	F
32	R
36	F
39	F
52	R
64	R
68	F
83	F
89	F
90	F
106	R
115	R
127	R
140	F
143	F
143	R
146	F
153	R
156	F
161	F
162	F
183	F
190	R
196	F
214	R
215	R
223	R
228	R
237	R
242	F
247	F
250	R
276	F
284	F
288	F
289	F
292	F
300	R
301	F
302	F
307	F
308	F
336	F
337	F
339	R
362	F
365	F
366	F
366	R
373	F
380	F
380	R
381	F
389	R
405	F
406	R
407	R
413	F
438	F
455	F
467	F
470	F
471	F
494	F
496	R
499	R
503	F
506	F
517	R
529	R
536	F
541	R
567	R
568	R
584	F
585	F
593	F
599	R
600	F
605	F
606	F
630	F
633	R
640	F
643	R
649	R
661	F
662	F
673	R
680	R
694	F
695	F
695	R
696	F
706	R
720	F
734	F
736	R
737	F
737	R
738	F
749	F
764	F
768	R
788	F
789	F
817	R
823	F
823	R
824	F
824	R
835	R
842	R
848	F
850	R
851	R
864	R
879	F
880	F
886	R
890	F
891	R
896	R
897	R
898	R
905	F
906	R
907	R
917	F
921	R
949	R
950	F
970	F
995	R
997	F
1002	F
1015	F
1016	R
1023	F
1024	F
1067	R
1070	F
1070	R
1071	R
1075	F
1082	F
1089	R
1095	F
1096	F
1097	F
1101	F
1120	R
1131	F
1147	R
1159	R
1178	R
1187	F
1196	F
1197	R
1206	F
1231	R
