31	F
38	R
71	F
111	R
122	F
136	F
137	F
141	R
169	R
171	F
181	R
186	F
207	F
217	F
231	F
232	F
245	R
252	F
257	F
264	F
265	F
273	F
302	F
309	R
310	R
318	F
324	F
353	F
360	R
380	F
388	F
389	F
390	F
396	R
402	F
411	F
428	F
429	F
435	F
436	R
441	F
453	F
456	F
465	R
481	F
497	R
522	R
546	R
551	R
559	F
567	F
585	F
605	F
606	F
698	R
700	F
734	F
735	F
735	R
736	F
747	R
759	F
771	F
774	F
785	R
786	F
798	F
799	F
812	F
837	R
861	F
882	F
899	R
900	R
906	F
915	F
918	F
939	F
963	F
963	R
979	R
1000	R
1021	R
1024	F
1041	R
1056	F
1059	F
1060	F
1093	R
1118	F
1125	F
1131	F
1150	R
1169	F
1170	F
1174	R
1176	F
1191	F
1194	F
1238	F
1254	R
1262	R
1273	R
1290	F
1301	R
1309	F
1339	R
