26	F
81	F
99	F
114	F
133	F
156	F
198	F
224	R
228	F
246	R
279	F
357	F
384	R
477	F
597	R
605	R
656	F
731	R
753	F
761	R
762	R
834	R
843	F
855	R
869	R
881	R
882	R
945	F
1017	F
1035	F
1092	F
1109	F
1113	F
1128	F
1134	F
1149	F
1181	F
1208	R
1209	R
1215	R
1239	R
1301	R
1302	R
1310	R
1332	F
1337	F
1338	F
1388	R
1415	F
1458	F
1479	F
1482	F
1488	F
1497	F
1533	F
1539	F
1542	R
1566	F
1569	F
1599	R
1625	F
1632	F
1644	F
1712	R
1738	R
1791	R
1806	R
1826	F
1833	R
1838	F
1839	F
1860	F
1877	F
1887	F
1902	R
1935	F
1968	F
1974	F
2034	R
