2	R
3	F
26	F
36	R
37	F
38	F
45	R
48	F
53	F
75	F
86	F
129	F
136	F
139	R
140	R
141	R
150	F
152	R
179	R
180	R
183	F
194	F
209	F
229	F
230	F
238	R
242	F
243	F
258	F
267	F
276	F
310	R
317	F
322	R
325	F
333	R
334	F
339	F
343	R
347	F
348	F
360	F
363	F
366	F
373	R
378	F
393	F
402	F
402	R
413	F
419	F
421	R
444	R
450	F
451	F
455	F
464	F
490	R
491	R
506	F
511	R
512	R
565	R
571	R
581	F
592	R
593	R
594	R
640	F
641	F
641	R
647	R
648	R
649	R
651	F
675	F
683	F
687	F
698	F
708	F
709	F
744	F
764	F
765	F
772	F
785	F
789	F
797	F
804	F
810	F
824	F
827	F
833	R
844	F
848	F
853	F
876	R
879	F
882	F
905	F
906	F
915	R
916	R
919	R
927	F
932	F
941	F
942	F
954	F
955	F
956	F
983	F
994	R
997	R
1016	R
1046	R
1047	F
1047	R
1048	R
1049	R
1050	R
1059	F
1082	R
1085	R
1107	F
1111	F
1112	F
1137	R
1138	R
1139	R
1140	R
1141	R
1142	R
