3	F
23	F
39	F
40	R
42	F
46	F
53	F
55	R
65	R
77	F
78	R
88	R
92	F
98	F
99	F
100	F
101	F
115	R
120	F
125	F
137	R
144	R
151	R
159	R
160	R
166	R
171	R
181	R
188	F
194	F
206	F
207	R
213	F
240	R
241	R
264	R
265	R
273	F
277	R
278	F
283	R
300	F
301	R
327	R
332	F
345	R
367	R
368	F
378	F
379	F
383	F
392	F
399	F
400	F
406	R
410	F
422	F
425	R
426	R
434	F
458	F
467	F
468	F
474	F
493	R
507	F
509	R
512	F
512	R
513	F
514	F
518	R
524	F
525	F
525	R
526	F
526	R
527	F
551	F
555	R
556	R
557	F
562	F
562	R
577	F
596	F
615	R
642	F
643	R
648	F
653	F
654	F
655	F
656	F
663	F
664	F
665	F
665	R
672	R
688	R
702	F
705	F
712	R
715	R
718	R
740	R
750	F
751	F
753	R
755	F
758	F
758	R
759	R
760	R
764	F
767	F
