7	R
103	F
110	F
131	F
132	F
133	F
134	F
141	R
192	F
220	R
221	R
257	R
262	F
269	R
294	R
315	R
332	R
336	F
351	R
403	R
405	F
441	F
484	R
513	F
522	F
599	R
602	F
647	R
659	F
668	F
669	F
701	R
712	F
753	R
760	R
827	F
867	F
946	F
949	R
951	F
975	F
983	R
984	R
1001	R
1011	F
1014	F
1018	R
1019	F
1042	R
1059	F
1065	F
1066	F
1073	F
1075	R
1099	R
1130	R
1131	R
1161	F
1162	F
1163	F
1174	R
1215	R
1218	F
1230	R
1284	F
1302	R
1356	F
1360	R
1361	R
1362	F
1371	R
1410	F
1412	R
1413	F
1431	F
1479	F
1539	F
1566	R
1577	F
1668	F
1734	R
1780	F
1787	F
1803	F
1878	F
1896	F
1923	F
1926	F
