17	F
29	F
31	R
32	R
38	F
40	R
44	R
47	R
50	F
52	R
55	R
56	F
57	F
68	R
77	F
85	R
86	R
91	F
91	R
92	F
95	R
99	F
100	F
101	F
109	R
111	F
115	R
118	R
124	F
127	R
128	R
136	R
140	F
152	R
163	R
164	R
167	R
170	F
185	F
188	R
197	R
201	R
204	R
210	F
217	R
219	F
224	R
229	R
248	R
249	R
257	F
260	F
269	R
275	R
283	R
284	F
317	R
323	R
328	R
332	R
338	F
350	F
355	R
356	F
391	R
433	F
433	R
434	R
443	F
444	F
446	R
457	F
462	R
472	R
473	R
474	R
484	R
491	F
492	F
493	R
508	F
509	R
515	R
536	F
539	R
540	R
542	F
545	R
548	F
555	R
560	F
575	R
576	F
581	F
585	R
592	F
593	F
593	R
594	F
599	F
599	R
608	F
