16	F
20	F
24	F
26	R
34	R
50	F
56	R
59	F
60	R
62	F
72	F
85	F
97	F
100	R
107	F
117	F
129	F
136	R
154	R
200	F
200	R
205	R
213	R
218	R
229	R
230	R
259	R
265	R
266	R
271	R
297	R
299	F
304	F
311	R
315	F
318	R
331	R
338	F
339	F
345	R
348	R
375	R
380	F
392	F
394	R
395	R
396	F
399	R
410	R
421	R
425	F
436	R
442	R
443	R
457	R
464	R
467	R
469	F
494	F
506	R
513	R
516	F
521	R
522	R
525	R
542	F
555	R
560	F
560	R
563	F
578	F
595	R
596	F
603	F
609	R
615	F
635	F
639	F
642	F
645	R
669	F
675	F
680	F
681	F
689	F
711	F
712	F
719	R
724	R
736	R
744	R
750	F
755	F
764	R
776	F
794	F
795	R
801	F
813	R
821	F
824	R
825	R
836	F
